c_pc	County Name	Precinct Name	Precinct Code	Region Name	Media Market	Registered Voters	Total Voters	Turnout Percentage
CUYAHOGA_BEH	Cuyahoga	CLEVELAND-03-N	BEH	Northeast	Cleveland	688	291	0.422965116
CUYAHOGA_BES	Cuyahoga	CLEVELAND-15-A	BES	Northeast	Cleveland	983	632	0.642929807
CUYAHOGA_BEV	Cuyahoga	CLEVELAND-15-B	BEV	Northeast	Cleveland	963	668	0.693665628
CUYAHOGA_BEW	Cuyahoga	CLEVELAND-15-E	BEW	Northeast	Cleveland	822	407	0.49513382
CUYAHOGA_BEY	Cuyahoga	CLEVELAND-15-D	BEY	Northeast	Cleveland	985	568	0.576649746
CUYAHOGA_BEZ	Cuyahoga	CLEVELAND-15-C	BEZ	Northeast	Cleveland	1100	755	0.686363636
CUYAHOGA_BFA	Cuyahoga	CLEVELAND-15-I	BFA	Northeast	Cleveland	848	357	0.420990566
CUYAHOGA_BFB	Cuyahoga	CLEVELAND-15-H	BFB	Northeast	Cleveland	898	490	0.545657016
CUYAHOGA_BFC	Cuyahoga	CLEVELAND-15-R	BFC	Northeast	Cleveland	736	338	0.45923913
CUYAHOGA_BFD	Cuyahoga	CLEVELAND-15-G	BFD	Northeast	Cleveland	1073	534	0.497670084
CUYAHOGA_BFF	Cuyahoga	CLEVELAND-11-P	BFF	Northeast	Cleveland	1143	699	0.611548556
CUYAHOGA_BFH	Cuyahoga	CLEVELAND-11-O	BFH	Northeast	Cleveland	1100	582	0.529090909
CUYAHOGA_BFI	Cuyahoga	CLEVELAND-11-I	BFI	Northeast	Cleveland	960	452	0.470833333
CUYAHOGA_BFJ	Cuyahoga	CLEVELAND-16-A	BFJ	Northeast	Cleveland	322	191	0.593167702
CUYAHOGA_BFK	Cuyahoga	CLEVELAND-14-E	BFK	Northeast	Cleveland	921	422	0.458197611
CUYAHOGA_BFL	Cuyahoga	CLEVELAND-11-D	BFL	Northeast	Cleveland	834	334	0.400479616
CUYAHOGA_BFX	Cuyahoga	CLEVELAND-11-A	BFX	Northeast	Cleveland	833	419	0.5030012
CUYAHOGA_BFZ	Cuyahoga	CLEVELAND-11-B	BFZ	Northeast	Cleveland	898	541	0.602449889
CUYAHOGA_BGD	Cuyahoga	CLEVELAND-11-H	BGD	Northeast	Cleveland	858	517	0.602564103
CUYAHOGA_BGE	Cuyahoga	CLEVELAND-11-J	BGE	Northeast	Cleveland	835	497	0.595209581
CUYAHOGA_BGG	Cuyahoga	CLEVELAND-11-G	BGG	Northeast	Cleveland	964	564	0.585062241
CUYAHOGA_BGH	Cuyahoga	CLEVELAND-11-E	BGH	Northeast	Cleveland	1005	521	0.51840796
CUYAHOGA_BGI	Cuyahoga	CLEVELAND-11-F	BGI	Northeast	Cleveland	1142	617	0.54028021
CUYAHOGA_BGK	Cuyahoga	CLEVELAND-11-C	BGK	Northeast	Cleveland	965	519	0.537823834
CUYAHOGA_BGL	Cuyahoga	CLEVELAND-11-L	BGL	Northeast	Cleveland	927	456	0.491909385
CUYAHOGA_BGM	Cuyahoga	CLEVELAND-11-N	BGM	Northeast	Cleveland	558	248	0.444444444
CUYAHOGA_BGN	Cuyahoga	CLEVELAND-11-M	BGN	Northeast	Cleveland	810	419	0.517283951
CUYAHOGA_BGO	Cuyahoga	CLEVELAND-11-K	BGO	Northeast	Cleveland	947	445	0.469904963
CUYAHOGA_BGP	Cuyahoga	CLEVELAND-16-J	BGP	Northeast	Cleveland	962	524	0.544698545
CUYAHOGA_BGQ	Cuyahoga	CLEVELAND-16-I	BGQ	Northeast	Cleveland	877	506	0.576966933
CUYAHOGA_BGY	Cuyahoga	CLEVELAND-16-Q	BGY	Northeast	Cleveland	698	419	0.600286533
CUYAHOGA_BHA	Cuyahoga	CLEVELAND-16-O	BHA	Northeast	Cleveland	866	517	0.596997691
CUYAHOGA_BHC	Cuyahoga	CLEVELAND-17-N	BHC	Northeast	Cleveland	952	719	0.755252101
CUYAHOGA_BHE	Cuyahoga	CLEVELAND-16-L	BHE	Northeast	Cleveland	805	508	0.631055901
CUYAHOGA_BHG	Cuyahoga	CLEVELAND-16-M	BHG	Northeast	Cleveland	751	449	0.597869507
CUYAHOGA_BHK	Cuyahoga	CLEVELAND-16-K	BHK	Northeast	Cleveland	948	629	0.66350211
CUYAHOGA_BHM	Cuyahoga	CLEVELAND-16-H	BHM	Northeast	Cleveland	863	532	0.616454229
CUYAHOGA_BHO	Cuyahoga	CLEVELAND-16-G	BHO	Northeast	Cleveland	877	519	0.591790194
CUYAHOGA_BHP	Cuyahoga	CLEVELAND-16-F	BHP	Northeast	Cleveland	1007	557	0.553128103
CUYAHOGA_BHQ	Cuyahoga	CLEVELAND-16-E	BHQ	Northeast	Cleveland	1051	569	0.541389153
CUYAHOGA_BHS	Cuyahoga	CLEVELAND-16-D	BHS	Northeast	Cleveland	877	557	0.635119726
CUYAHOGA_BHT	Cuyahoga	CLEVELAND-16-P	BHT	Northeast	Cleveland	767	512	0.667535854
CUYAHOGA_BHU	Cuyahoga	CLEVELAND-16-C	BHU	Northeast	Cleveland	762	515	0.675853018
CUYAHOGA_BHV	Cuyahoga	CLEVELAND-16-B	BHV	Northeast	Cleveland	991	614	0.619576186
CUYAHOGA_BHY	Cuyahoga	CLEVELAND-17-S	BHY	Northeast	Cleveland	747	367	0.491298527
CUYAHOGA_BHZ	Cuyahoga	CLEVELAND-17-L	BHZ	Northeast	Cleveland	570	365	0.640350877
CUYAHOGA_BIG	Cuyahoga	CLEVELAND-17-P	BIG	Northeast	Cleveland	959	735	0.766423358
CUYAHOGA_BII	Cuyahoga	CLEVELAND-17-Q	BII	Northeast	Cleveland	845	704	0.833136095
CUYAHOGA_BIM	Cuyahoga	CLEVELAND-17-M	BIM	Northeast	Cleveland	915	581	0.634972678
CUYAHOGA_BIO	Cuyahoga	CLEVELAND-17-O	BIO	Northeast	Cleveland	779	586	0.75224647
CUYAHOGA_BIU	Cuyahoga	CLEVELAND-16-N	BIU	Northeast	Cleveland	732	460	0.628415301
CUYAHOGA_BIW	Cuyahoga	CLEVELAND-17-I	BIW	Northeast	Cleveland	867	592	0.682814302
CUYAHOGA_BIY	Cuyahoga	CLEVELAND-17-K	BIY	Northeast	Cleveland	930	681	0.732258065
CUYAHOGA_BJA	Cuyahoga	CLEVELAND-17-R	BJA	Northeast	Cleveland	876	739	0.843607306
CUYAHOGA_BJC	Cuyahoga	CLEVELAND-17-J	BJC	Northeast	Cleveland	960	762	0.79375
CUYAHOGA_BJF	Cuyahoga	CLEVELAND-17-E	BJF	Northeast	Cleveland	976	714	0.731557377
CUYAHOGA_BJG	Cuyahoga	CLEVELAND-17-F	BJG	Northeast	Cleveland	1036	765	0.738416988
CUYAHOGA_BJI	Cuyahoga	CLEVELAND-17-H	BJI	Northeast	Cleveland	867	604	0.696655133
CUYAHOGA_BJJ	Cuyahoga	CLEVELAND-17-G	BJJ	Northeast	Cleveland	629	415	0.659777424
CUYAHOGA_BJK	Cuyahoga	CLEVELAND-17-B	BJK	Northeast	Cleveland	692	461	0.666184971
CUYAHOGA_BJM	Cuyahoga	CLEVELAND-17-C	BJM	Northeast	Cleveland	914	671	0.734135667
CUYAHOGA_BJN	Cuyahoga	CLEVELAND-17-A	BJN	Northeast	Cleveland	815	584	0.716564417
CUYAHOGA_BJO	Cuyahoga	CLEVELAND-17-D	BJO	Northeast	Cleveland	914	605	0.661925602
CUYAHOGA_BJS	Cuyahoga	CLEVELAND HEIGHTS-01-A	BJS	Northeast	Cleveland	1016	705	0.693897638
CUYAHOGA_BJT	Cuyahoga	CLEVELAND HEIGHTS-01-B	BJT	Northeast	Cleveland	965	658	0.681865285
CUYAHOGA_BJV	Cuyahoga	CLEVELAND HEIGHTS-01-C	BJV	Northeast	Cleveland	1030	678	0.658252427
CUYAHOGA_BJW	Cuyahoga	CLEVELAND HEIGHTS-01-D	BJW	Northeast	Cleveland	956	582	0.608786611
CUYAHOGA_BJX	Cuyahoga	CLEVELAND HEIGHTS-01-E	BJX	Northeast	Cleveland	1213	935	0.770816158
CUYAHOGA_BJY	Cuyahoga	CLEVELAND HEIGHTS-01-F	BJY	Northeast	Cleveland	1034	826	0.798839458
CUYAHOGA_BKG	Cuyahoga	CLEVELAND HEIGHTS-02-A	BKG	Northeast	Cleveland	1084	796	0.734317343
CUYAHOGA_BKH	Cuyahoga	CLEVELAND HEIGHTS-02-C	BKH	Northeast	Cleveland	1133	941	0.830538394
CUYAHOGA_BKI	Cuyahoga	CLEVELAND HEIGHTS-02-B	BKI	Northeast	Cleveland	1085	919	0.847004608
CUYAHOGA_BKM	Cuyahoga	CLEVELAND HEIGHTS-02-D	BKM	Northeast	Cleveland	1003	794	0.791625125
CUYAHOGA_BKO	Cuyahoga	CLEVELAND HEIGHTS-02-F	BKO	Northeast	Cleveland	1119	825	0.737265416
CUYAHOGA_BKQ	Cuyahoga	CLEVELAND HEIGHTS-02-E	BKQ	Northeast	Cleveland	1104	905	0.819746377
CUYAHOGA_BKW	Cuyahoga	CLEVELAND HEIGHTS-03-B	BKW	Northeast	Cleveland	926	622	0.671706263
CUYAHOGA_BKX	Cuyahoga	CLEVELAND HEIGHTS-03-D	BKX	Northeast	Cleveland	894	709	0.793064877
CUYAHOGA_BKY	Cuyahoga	CLEVELAND HEIGHTS-03-A	BKY	Northeast	Cleveland	839	483	0.57568534
CUYAHOGA_BKZ	Cuyahoga	CLEVELAND HEIGHTS-03-C	BKZ	Northeast	Cleveland	817	587	0.718482252
CUYAHOGA_BLB	Cuyahoga	CLEVELAND HEIGHTS-03-E	BLB	Northeast	Cleveland	848	631	0.744103774
CUYAHOGA_BLC	Cuyahoga	CLEVELAND HEIGHTS-03-F	BLC	Northeast	Cleveland	821	546	0.665042631
CUYAHOGA_BLG	Cuyahoga	CLEVELAND HEIGHTS-04-A	BLG	Northeast	Cleveland	1172	816	0.696245734
CUYAHOGA_BLH	Cuyahoga	CLEVELAND HEIGHTS-04-B	BLH	Northeast	Cleveland	1081	735	0.679925994
CUYAHOGA_BLK	Cuyahoga	CLEVELAND HEIGHTS-04-D	BLK	Northeast	Cleveland	1041	668	0.641690682
CUYAHOGA_BLM	Cuyahoga	CLEVELAND HEIGHTS-04-E	BLM	Northeast	Cleveland	1065	782	0.7342723
CUYAHOGA_BLO	Cuyahoga	CLEVELAND HEIGHTS-04-F	BLO	Northeast	Cleveland	1033	755	0.730880929
CUYAHOGA_BLQ	Cuyahoga	CLEVELAND HEIGHTS-04-G	BLQ	Northeast	Cleveland	1234	821	0.665316045
CUYAHOGA_BLR	Cuyahoga	CLEVELAND HEIGHTS-04-H	BLR	Northeast	Cleveland	1259	967	0.768069897
CUYAHOGA_BLS	Cuyahoga	CLEVELAND HEIGHTS-04-I	BLS	Northeast	Cleveland	940	747	0.794680851
CUYAHOGA_BLT	Cuyahoga	CLEVELAND HEIGHTS-04-C	BLT	Northeast	Cleveland	944	669	0.708686441
CUYAHOGA_BLZ	Cuyahoga	CLEVELAND HEIGHTS-05-B	BLZ	Northeast	Cleveland	1303	936	0.718342287
CUYAHOGA_BMA	Cuyahoga	CLEVELAND HEIGHTS-05-A	BMA	Northeast	Cleveland	1174	861	0.733390119
CUYAHOGA_BMD	Cuyahoga	CLEVELAND HEIGHTS-05-D	BMD	Northeast	Cleveland	1262	871	0.690174326
CUYAHOGA_BMF	Cuyahoga	CLEVELAND HEIGHTS-05-E	BMF	Northeast	Cleveland	1252	886	0.707667732
CUYAHOGA_BMH	Cuyahoga	CLEVELAND HEIGHTS-05-C	BMH	Northeast	Cleveland	1193	860	0.720871752
CUYAHOGA_BMI	Cuyahoga	CLEVELAND HEIGHTS-05-F	BMI	Northeast	Cleveland	1240	928	0.748387097
CUYAHOGA_BMQ	Cuyahoga	EAST CLEVELAND-02-A	BMQ	Northeast	Cleveland	1048	597	0.569656489
CUYAHOGA_BMR	Cuyahoga	EAST CLEVELAND-02-B	BMR	Northeast	Cleveland	957	530	0.553814002
CUYAHOGA_BMS	Cuyahoga	EAST CLEVELAND-02-C	BMS	Northeast	Cleveland	926	457	0.493520518
CUYAHOGA_BMW	Cuyahoga	EAST CLEVELAND-02-D	BMW	Northeast	Cleveland	903	396	0.438538206
CUYAHOGA_BNF	Cuyahoga	EAST CLEVELAND-03-A	BNF	Northeast	Cleveland	896	463	0.516741071
CUYAHOGA_BNG	Cuyahoga	EAST CLEVELAND-03-B	BNG	Northeast	Cleveland	819	441	0.538461538
CUYAHOGA_BNJ	Cuyahoga	EAST CLEVELAND-03-E	BNJ	Northeast	Cleveland	808	418	0.517326733
CUYAHOGA_BNM	Cuyahoga	EAST CLEVELAND-03-C	BNM	Northeast	Cleveland	484	383	0.791322314
CUYAHOGA_BNN	Cuyahoga	EAST CLEVELAND-03-D	BNN	Northeast	Cleveland	889	471	0.529808774
CUYAHOGA_BNV	Cuyahoga	EAST CLEVELAND-04-A	BNV	Northeast	Cleveland	647	330	0.510046368
CUYAHOGA_BNW	Cuyahoga	EAST CLEVELAND-04-B	BNW	Northeast	Cleveland	811	484	0.596794081
CUYAHOGA_BNY	Cuyahoga	EAST CLEVELAND-04-D	BNY	Northeast	Cleveland	903	587	0.650055371
CUYAHOGA_BNZ	Cuyahoga	EAST CLEVELAND-04-E	BNZ	Northeast	Cleveland	974	473	0.485626283
CUYAHOGA_BOA	Cuyahoga	EAST CLEVELAND-04-F	BOA	Northeast	Cleveland	785	461	0.587261146
CUYAHOGA_BOB	Cuyahoga	EAST CLEVELAND-04-C	BOB	Northeast	Cleveland	801	436	0.5443196
CUYAHOGA_BOK	Cuyahoga	EUCLID-04-A	BOK	Northeast	Cleveland	601	508	0.845257903
CUYAHOGA_BOM	Cuyahoga	EUCLID-04-C	BOM	Northeast	Cleveland	804	547	0.680348259
CUYAHOGA_BON	Cuyahoga	EUCLID-04-D	BON	Northeast	Cleveland	882	620	0.702947846
CUYAHOGA_BOO	Cuyahoga	EUCLID-04-E	BOO	Northeast	Cleveland	896	628	0.700892857
CUYAHOGA_BOP	Cuyahoga	EUCLID-04-B	BOP	Northeast	Cleveland	930	595	0.639784946
CUYAHOGA_BOR	Cuyahoga	EUCLID-07-D	BOR	Northeast	Cleveland	657	439	0.668188737
CUYAHOGA_BOS	Cuyahoga	EUCLID-05-E	BOS	Northeast	Cleveland	837	667	0.796893668
CUYAHOGA_BOT	Cuyahoga	EUCLID-05-D	BOT	Northeast	Cleveland	1043	803	0.769894535
CUYAHOGA_BOU	Cuyahoga	EUCLID-05-C	BOU	Northeast	Cleveland	1030	666	0.646601942
CUYAHOGA_BOW	Cuyahoga	EUCLID-08-E	BOW	Northeast	Cleveland	795	555	0.698113208
CUYAHOGA_BPD	Cuyahoga	EUCLID-05-A	BPD	Northeast	Cleveland	897	589	0.656633222
CUYAHOGA_BPE	Cuyahoga	EUCLID-05-B	BPE	Northeast	Cleveland	778	455	0.584832905
CUYAHOGA_BPF	Cuyahoga	EUCLID-07-C	BPF	Northeast	Cleveland	1195	698	0.584100418
CUYAHOGA_BPH	Cuyahoga	EUCLID-08-D	BPH	Northeast	Cleveland	772	513	0.664507772
CUYAHOGA_BPJ	Cuyahoga	EUCLID-07-B	BPJ	Northeast	Cleveland	657	433	0.659056317
CUYAHOGA_BPK	Cuyahoga	EUCLID-07-E	BPK	Northeast	Cleveland	909	540	0.594059406
CUYAHOGA_BPL	Cuyahoga	EUCLID-06-A	BPL	Northeast	Cleveland	764	582	0.761780105
CUYAHOGA_BPM	Cuyahoga	EUCLID-06-B	BPM	Northeast	Cleveland	750	565	0.753333333
CUYAHOGA_BPN	Cuyahoga	EUCLID-06-C	BPN	Northeast	Cleveland	796	590	0.74120603
CUYAHOGA_BPZ	Cuyahoga	EUCLID-03-B	BPZ	Northeast	Cleveland	473	318	0.67230444
CUYAHOGA_BQA	Cuyahoga	EUCLID-02-B	BQA	Northeast	Cleveland	985	647	0.656852792
CUYAHOGA_BQC	Cuyahoga	EUCLID-03-E	BQC	Northeast	Cleveland	1028	596	0.579766537
CUYAHOGA_BQD	Cuyahoga	EUCLID-08-A	BQD	Northeast	Cleveland	743	521	0.701211306
CUYAHOGA_BQE	Cuyahoga	EUCLID-03-D	BQE	Northeast	Cleveland	785	435	0.554140127
CUYAHOGA_BQF	Cuyahoga	EUCLID-08-C	BQF	Northeast	Cleveland	762	529	0.694225722
CUYAHOGA_BQH	Cuyahoga	EUCLID-08-B	BQH	Northeast	Cleveland	803	571	0.711083437
CUYAHOGA_BQI	Cuyahoga	EUCLID-07-A	BQI	Northeast	Cleveland	1009	729	0.722497522
CUYAHOGA_BQJ	Cuyahoga	EUCLID-06-E	BQJ	Northeast	Cleveland	911	664	0.728869374
CUYAHOGA_BQK	Cuyahoga	EUCLID-06-D	BQK	Northeast	Cleveland	875	667	0.762285714
CUYAHOGA_BQT	Cuyahoga	EUCLID-01-A	BQT	Northeast	Cleveland	789	592	0.750316857
CUYAHOGA_BQU	Cuyahoga	EUCLID-01-B	BQU	Northeast	Cleveland	774	601	0.776485788
CUYAHOGA_BQV	Cuyahoga	EUCLID-01-C	BQV	Northeast	Cleveland	763	572	0.749672346
CUYAHOGA_BQW	Cuyahoga	EUCLID-01-D	BQW	Northeast	Cleveland	1466	966	0.65893588
CUYAHOGA_BQX	Cuyahoga	EUCLID-01-E	BQX	Northeast	Cleveland	834	542	0.649880096
CUYAHOGA_BQY	Cuyahoga	EUCLID-02-D	BQY	Northeast	Cleveland	997	705	0.707121364
CUYAHOGA_BQZ	Cuyahoga	EUCLID-02-C	BQZ	Northeast	Cleveland	976	622	0.637295082
CUYAHOGA_BRC	Cuyahoga	EUCLID-03-A	BRC	Northeast	Cleveland	1151	786	0.682884448
CUYAHOGA_BRD	Cuyahoga	EUCLID-02-A	BRD	Northeast	Cleveland	1140	881	0.772807018
CUYAHOGA_BRE	Cuyahoga	EUCLID-03-C	BRE	Northeast	Cleveland	1085	577	0.531797235
CUYAHOGA_BRM	Cuyahoga	FAIRVIEW PARK-01-A	BRM	Northeast	Cleveland	879	770	0.875995449
CUYAHOGA_BRN	Cuyahoga	FAIRVIEW PARK-01-B	BRN	Northeast	Cleveland	810	635	0.783950617
CUYAHOGA_BRP	Cuyahoga	FAIRVIEW PARK-01-C	BRP	Northeast	Cleveland	816	574	0.703431373
CUYAHOGA_BRS	Cuyahoga	FAIRVIEW PARK-02-A	BRS	Northeast	Cleveland	240	173	0.720833333
CUYAHOGA_BRU	Cuyahoga	FAIRVIEW PARK-02-B	BRU	Northeast	Cleveland	985	732	0.743147208
CUYAHOGA_BRV	Cuyahoga	FAIRVIEW PARK-02-C	BRV	Northeast	Cleveland	1030	820	0.796116505
CUYAHOGA_BRX	Cuyahoga	FAIRVIEW PARK-03-A	BRX	Northeast	Cleveland	880	720	0.818181818
CUYAHOGA_BRZ	Cuyahoga	FAIRVIEW PARK-03-B	BRZ	Northeast	Cleveland	998	795	0.796593186
CUYAHOGA_BSA	Cuyahoga	FAIRVIEW PARK-03-C	BSA	Northeast	Cleveland	958	702	0.732776618
CUYAHOGA_BSE	Cuyahoga	FAIRVIEW PARK-04-A	BSE	Northeast	Cleveland	1172	914	0.779863481
CUYAHOGA_BSG	Cuyahoga	FAIRVIEW PARK-04-B	BSG	Northeast	Cleveland	1186	874	0.73693086
CUYAHOGA_BSJ	Cuyahoga	FAIRVIEW PARK-05-B	BSJ	Northeast	Cleveland	1115	899	0.806278027
CUYAHOGA_BSM	Cuyahoga	FAIRVIEW PARK-05-A	BSM	Northeast	Cleveland	1123	909	0.809439003
CUYAHOGA_BSP	Cuyahoga	GARFIELD HEIGHTS-01-A	BSP	Northeast	Cleveland	1141	753	0.659947415
CUYAHOGA_BSQ	Cuyahoga	GARFIELD HEIGHTS-01-B	BSQ	Northeast	Cleveland	993	659	0.663645519
CUYAHOGA_BSR	Cuyahoga	GARFIELD HEIGHTS-01-C	BSR	Northeast	Cleveland	855	545	0.637426901
CUYAHOGA_BSX	Cuyahoga	GARFIELD HEIGHTS-02-A	BSX	Northeast	Cleveland	824	521	0.632281553
CUYAHOGA_BSY	Cuyahoga	GARFIELD HEIGHTS-02-B	BSY	Northeast	Cleveland	914	611	0.668490153
CUYAHOGA_BTA	Cuyahoga	GARFIELD HEIGHTS-02-C	BTA	Northeast	Cleveland	775	499	0.643870968
CUYAHOGA_BTG	Cuyahoga	GARFIELD HEIGHTS-03-A	BTG	Northeast	Cleveland	1225	752	0.613877551
CUYAHOGA_BTI	Cuyahoga	GARFIELD HEIGHTS-03-B	BTI	Northeast	Cleveland	1255	771	0.614342629
CUYAHOGA_BTM	Cuyahoga	GARFIELD HEIGHTS-04-A	BTM	Northeast	Cleveland	849	506	0.595995289
CUYAHOGA_BTN	Cuyahoga	GARFIELD HEIGHTS-04-B	BTN	Northeast	Cleveland	1019	644	0.631992149
CUYAHOGA_BTO	Cuyahoga	GARFIELD HEIGHTS-04-C	BTO	Northeast	Cleveland	961	648	0.674297607
CUYAHOGA_BTT	Cuyahoga	GARFIELD HEIGHTS-05-A	BTT	Northeast	Cleveland	1162	766	0.659208262
CUYAHOGA_BTU	Cuyahoga	GARFIELD HEIGHTS-05-B	BTU	Northeast	Cleveland	1262	851	0.674326466
CUYAHOGA_BUA	Cuyahoga	GARFIELD HEIGHTS-06-A	BUA	Northeast	Cleveland	976	706	0.723360656
CUYAHOGA_BUB	Cuyahoga	GARFIELD HEIGHTS-06-B	BUB	Northeast	Cleveland	932	654	0.701716738
CUYAHOGA_BUD	Cuyahoga	GARFIELD HEIGHTS-06-C	BUD	Northeast	Cleveland	940	653	0.694680851
CUYAHOGA_BUJ	Cuyahoga	GARFIELD HEIGHTS-07-C	BUJ	Northeast	Cleveland	1148	834	0.726480836
CUYAHOGA_BUK	Cuyahoga	GARFIELD HEIGHTS-07-A	BUK	Northeast	Cleveland	955	649	0.679581152
CUYAHOGA_BUL	Cuyahoga	GARFIELD HEIGHTS-07-B	BUL	Northeast	Cleveland	948	643	0.678270042
CUYAHOGA_BUP	Cuyahoga	HIGHLAND HEIGHTS-01-A	BUP	Northeast	Cleveland	888	707	0.796171171
CUYAHOGA_BUQ	Cuyahoga	HIGHLAND HEIGHTS-01-B	BUQ	Northeast	Cleveland	804	659	0.819651741
CUYAHOGA_BUS	Cuyahoga	HIGHLAND HEIGHTS-02-A	BUS	Northeast	Cleveland	914	776	0.849015317
CUYAHOGA_BUT	Cuyahoga	HIGHLAND HEIGHTS-02-B	BUT	Northeast	Cleveland	714	608	0.851540616
CUYAHOGA_BUW	Cuyahoga	HIGHLAND HEIGHTS-03-A	BUW	Northeast	Cleveland	753	635	0.843293493
CUYAHOGA_BUX	Cuyahoga	HIGHLAND HEIGHTS-03-B	BUX	Northeast	Cleveland	801	650	0.811485643
CUYAHOGA_BUZ	Cuyahoga	HIGHLAND HEIGHTS-04-A	BUZ	Northeast	Cleveland	741	617	0.83265857
CUYAHOGA_BVA	Cuyahoga	HIGHLAND HEIGHTS-04-B	BVA	Northeast	Cleveland	850	675	0.794117647
CUYAHOGA_BVD	Cuyahoga	INDEPENDENCE-00-E	BVD	Northeast	Cleveland	1238	1021	0.824717286
CUYAHOGA_BVF	Cuyahoga	INDEPENDENCE-00-D	BVF	Northeast	Cleveland	1017	830	0.81612586
CUYAHOGA_BVH	Cuyahoga	INDEPENDENCE-00-B	BVH	Northeast	Cleveland	1087	893	0.821527139
CUYAHOGA_BVI	Cuyahoga	INDEPENDENCE-00-C	BVI	Northeast	Cleveland	1197	974	0.813700919
CUYAHOGA_BVJ	Cuyahoga	INDEPENDENCE-00-A	BVJ	Northeast	Cleveland	1109	920	0.829576195
CUYAHOGA_BVM	Cuyahoga	LAKEWOOD-01-H	BVM	Northeast	Cleveland	1160	968	0.834482759
CUYAHOGA_BVO	Cuyahoga	LAKEWOOD-01-B	BVO	Northeast	Cleveland	943	703	0.745493107
CUYAHOGA_BVP	Cuyahoga	LAKEWOOD-01-D	BVP	Northeast	Cleveland	980	735	0.75
CUYAHOGA_BVQ	Cuyahoga	LAKEWOOD-01-C	BVQ	Northeast	Cleveland	991	693	0.699293643
CUYAHOGA_BVR	Cuyahoga	LAKEWOOD-01-A	BVR	Northeast	Cleveland	884	714	0.807692308
CUYAHOGA_BVU	Cuyahoga	LAKEWOOD-01-F	BVU	Northeast	Cleveland	916	624	0.681222707
CUYAHOGA_BVW	Cuyahoga	LAKEWOOD-01-I	BVW	Northeast	Cleveland	1047	774	0.739255014
CUYAHOGA_BVX	Cuyahoga	LAKEWOOD-01-G	BVX	Northeast	Cleveland	917	677	0.73827699
CUYAHOGA_BWA	Cuyahoga	LAKEWOOD-01-E	BWA	Northeast	Cleveland	1150	807	0.70173913
CUYAHOGA_BWG	Cuyahoga	LAKEWOOD-02-A	BWG	Northeast	Cleveland	1011	800	0.791295747
CUYAHOGA_BWH	Cuyahoga	LAKEWOOD-02-H	BWH	Northeast	Cleveland	912	665	0.729166667
CUYAHOGA_BWI	Cuyahoga	LAKEWOOD-02-C	BWI	Northeast	Cleveland	1076	803	0.746282528
CUYAHOGA_BWK	Cuyahoga	LAKEWOOD-02-B	BWK	Northeast	Cleveland	1025	757	0.738536585
CUYAHOGA_BWL	Cuyahoga	LAKEWOOD-02-D	BWL	Northeast	Cleveland	949	740	0.779768177
CUYAHOGA_BWP	Cuyahoga	LAKEWOOD-02-G	BWP	Northeast	Cleveland	881	645	0.732122588
CUYAHOGA_BWQ	Cuyahoga	LAKEWOOD-02-F	BWQ	Northeast	Cleveland	1129	811	0.71833481
CUYAHOGA_BWR	Cuyahoga	LAKEWOOD-02-E	BWR	Northeast	Cleveland	1162	894	0.769363167
CUYAHOGA_BWU	Cuyahoga	LAKEWOOD-02-I	BWU	Northeast	Cleveland	895	614	0.68603352
CUYAHOGA_BXC	Cuyahoga	LAKEWOOD-03-A	BXC	Northeast	Cleveland	997	823	0.825476429
CUYAHOGA_BXF	Cuyahoga	LAKEWOOD-03-G	BXF	Northeast	Cleveland	763	561	0.73525557
CUYAHOGA_BXI	Cuyahoga	LAKEWOOD-03-B	BXI	Northeast	Cleveland	965	754	0.78134715
CUYAHOGA_BXK	Cuyahoga	LAKEWOOD-03-F	BXK	Northeast	Cleveland	966	730	0.755693582
CUYAHOGA_BXL	Cuyahoga	LAKEWOOD-03-E	BXL	Northeast	Cleveland	783	526	0.671775223
CUYAHOGA_BXM	Cuyahoga	LAKEWOOD-03-D	BXM	Northeast	Cleveland	1146	801	0.69895288
CUYAHOGA_BXN	Cuyahoga	LAKEWOOD-03-C	BXN	Northeast	Cleveland	1158	829	0.715889465
CUYAHOGA_BXO	Cuyahoga	LAKEWOOD-03-H	BXO	Northeast	Cleveland	957	670	0.700104493
CUYAHOGA_BXP	Cuyahoga	LAKEWOOD-03-I	BXP	Northeast	Cleveland	1135	766	0.674889868
CUYAHOGA_BXV	Cuyahoga	LAKEWOOD-04-A	BXV	Northeast	Cleveland	879	647	0.736063709
CUYAHOGA_BXW	Cuyahoga	LAKEWOOD-04-B	BXW	Northeast	Cleveland	1247	857	0.687249399
CUYAHOGA_BXX	Cuyahoga	LAKEWOOD-04-F	BXX	Northeast	Cleveland	985	647	0.656852792
CUYAHOGA_BXZ	Cuyahoga	LAKEWOOD-04-E	BXZ	Northeast	Cleveland	824	457	0.55461165
CUYAHOGA_BYC	Cuyahoga	LAKEWOOD-04-D	BYC	Northeast	Cleveland	1268	863	0.680599369
CUYAHOGA_BYD	Cuyahoga	LAKEWOOD-04-I	BYD	Northeast	Cleveland	1065	696	0.653521127
CUYAHOGA_BYF	Cuyahoga	LAKEWOOD-04-J	BYF	Northeast	Cleveland	845	485	0.573964497
CUYAHOGA_BYG	Cuyahoga	LAKEWOOD-04-H	BYG	Northeast	Cleveland	982	651	0.66293279
