c_pc	County Name	Precinct Name	Precinct Code	Region Name	Media Market	Registered Voters	Total Voters	Turnout Percentage
MONTGOMERY_ABW	Montgomery	DAYTON 3-C	ABW	West	Dayton	882	695	0.787981859
MONTGOMERY_ABX	Montgomery	DAYTON 3-D	ABX	West	Dayton	1039	592	0.569778633
MONTGOMERY_ABY	Montgomery	DAYTON 3-E	ABY	West	Dayton	758	367	0.484168865
MONTGOMERY_ABZ	Montgomery	DAYTON 3-F	ABZ	West	Dayton	1055	754	0.714691943
MONTGOMERY_ACA	Montgomery	DAYTON 3-G	ACA	West	Dayton	1014	526	0.518737673
MONTGOMERY_ACB	Montgomery	DAYTON 3-H	ACB	West	Dayton	1039	548	0.527430221
MONTGOMERY_ACC	Montgomery	DAYTON 3-I	ACC	West	Dayton	1433	1094	0.763433357
MONTGOMERY_ACD	Montgomery	DAYTON 3-J	ACD	West	Dayton	1207	718	0.594863297
MONTGOMERY_ACE	Montgomery	DAYTON 3-K	ACE	West	Dayton	1382	1049	0.759044863
MONTGOMERY_ACF	Montgomery	DAYTON 3-L	ACF	West	Dayton	733	588	0.80218281
MONTGOMERY_ACK	Montgomery	DAYTON 4-A	ACK	West	Dayton	685	406	0.59270073
MONTGOMERY_ACL	Montgomery	DAYTON 4-B	ACL	West	Dayton	892	508	0.569506726
MONTGOMERY_ACM	Montgomery	DAYTON 4-C	ACM	West	Dayton	770	422	0.548051948
MONTGOMERY_ACO	Montgomery	DAYTON 4-D	ACO	West	Dayton	574	355	0.618466899
MONTGOMERY_ACR	Montgomery	DAYTON 5-A	ACR	West	Dayton	763	449	0.588466579
MONTGOMERY_ACT	Montgomery	DAYTON 5-C	ACT	West	Dayton	809	434	0.536464771
MONTGOMERY_ACU	Montgomery	DAYTON 5-D	ACU	West	Dayton	511	289	0.56555773
MONTGOMERY_ACV	Montgomery	DAYTON 5-E	ACV	West	Dayton	582	306	0.525773196
MONTGOMERY_ACW	Montgomery	DAYTON 5-B	ACW	West	Dayton	874	545	0.623569794
MONTGOMERY_ADA	Montgomery	DAYTON 6-A	ADA	West	Dayton	1025	601	0.586341463
MONTGOMERY_ADB	Montgomery	DAYTON 6-B	ADB	West	Dayton	605	335	0.553719008
MONTGOMERY_ADC	Montgomery	DAYTON 6-C	ADC	West	Dayton	1198	694	0.579298831
MONTGOMERY_ADD	Montgomery	DAYTON 6-D	ADD	West	Dayton	549	326	0.593806922
MONTGOMERY_ADJ	Montgomery	DAYTON 7-A	ADJ	West	Dayton	994	528	0.531187123
MONTGOMERY_ADK	Montgomery	DAYTON 7-B	ADK	West	Dayton	499	350	0.701402806
MONTGOMERY_ADO	Montgomery	DAYTON 8-A	ADO	West	Dayton	1316	897	0.681610942
MONTGOMERY_ADP	Montgomery	DAYTON 8-B	ADP	West	Dayton	1304	825	0.632668712
MONTGOMERY_ADQ	Montgomery	DAYTON 8-C	ADQ	West	Dayton	824	488	0.59223301
MONTGOMERY_ADS	Montgomery	DAYTON 8-D	ADS	West	Dayton	1131	680	0.601237843
MONTGOMERY_ADY	Montgomery	DAYTON 9-A	ADY	West	Dayton	1061	821	0.773798303
MONTGOMERY_ADZ	Montgomery	DAYTON 9-B	ADZ	West	Dayton	1059	744	0.702549575
MONTGOMERY_AEA	Montgomery	DAYTON 9-C	AEA	West	Dayton	755	588	0.778807947
MONTGOMERY_AEC	Montgomery	DAYTON 9-D	AEC	West	Dayton	1355	884	0.652398524
MONTGOMERY_AEH	Montgomery	DAYTON 10-A	AEH	West	Dayton	867	590	0.680507497
MONTGOMERY_AEJ	Montgomery	DAYTON 10-C	AEJ	West	Dayton	662	425	0.641993958
MONTGOMERY_AEK	Montgomery	DAYTON 10-D	AEK	West	Dayton	786	553	0.703562341
MONTGOMERY_AEM	Montgomery	DAYTON 10-B	AEM	West	Dayton	694	507	0.73054755
MONTGOMERY_AEN	Montgomery	DAYTON 10-E	AEN	West	Dayton	794	540	0.680100756
MONTGOMERY_AEQ	Montgomery	DAYTON 11-A	AEQ	West	Dayton	1119	572	0.511170688
MONTGOMERY_AER	Montgomery	DAYTON 11-B	AER	West	Dayton	842	409	0.485748219
MONTGOMERY_AET	Montgomery	DAYTON 11-C	AET	West	Dayton	1607	887	0.551960174
MONTGOMERY_AEU	Montgomery	DAYTON 11-D	AEU	West	Dayton	1062	636	0.598870056
MONTGOMERY_AEZ	Montgomery	DAYTON 12-A	AEZ	West	Dayton	1084	716	0.660516605
MONTGOMERY_AFA	Montgomery	DAYTON 12-B	AFA	West	Dayton	789	453	0.574144487
MONTGOMERY_AFC	Montgomery	DAYTON 12-D	AFC	West	Dayton	892	401	0.44955157
MONTGOMERY_AFE	Montgomery	DAYTON 12-C	AFE	West	Dayton	1383	680	0.491684743
MONTGOMERY_AFH	Montgomery	DAYTON 13-A	AFH	West	Dayton	884	577	0.652714932
MONTGOMERY_AFI	Montgomery	DAYTON 13-B	AFI	West	Dayton	878	440	0.501138952
MONTGOMERY_AFO	Montgomery	DAYTON 14-A	AFO	West	Dayton	1244	612	0.491961415
MONTGOMERY_AFP	Montgomery	DAYTON 14-B	AFP	West	Dayton	809	382	0.472187886
MONTGOMERY_AFQ	Montgomery	DAYTON 14-C	AFQ	West	Dayton	1406	675	0.480085349
MONTGOMERY_AFR	Montgomery	DAYTON 14-D	AFR	West	Dayton	793	494	0.62295082
MONTGOMERY_AFX	Montgomery	DAYTON 15-A	AFX	West	Dayton	1046	663	0.633843212
MONTGOMERY_AFY	Montgomery	DAYTON 15-B	AFY	West	Dayton	1160	762	0.656896552
MONTGOMERY_AFZ	Montgomery	DAYTON 15-C	AFZ	West	Dayton	778	478	0.614395887
MONTGOMERY_AGA	Montgomery	DAYTON 15-D	AGA	West	Dayton	870	552	0.634482759
MONTGOMERY_AGG	Montgomery	DAYTON 16-A	AGG	West	Dayton	990	595	0.601010101
MONTGOMERY_AGH	Montgomery	DAYTON 16-B	AGH	West	Dayton	814	439	0.539312039
MONTGOMERY_AGI	Montgomery	DAYTON 16-C	AGI	West	Dayton	1009	582	0.576808722
MONTGOMERY_AGJ	Montgomery	DAYTON 16-D	AGJ	West	Dayton	1282	904	0.705148206
MONTGOMERY_AGK	Montgomery	DAYTON 16-E	AGK	West	Dayton	853	574	0.672919109
MONTGOMERY_AGO	Montgomery	DAYTON 17-A	AGO	West	Dayton	745	434	0.582550336
MONTGOMERY_AGQ	Montgomery	DAYTON 17-C	AGQ	West	Dayton	1094	674	0.616087751
MONTGOMERY_AGR	Montgomery	DAYTON 17-D	AGR	West	Dayton	890	470	0.528089888
MONTGOMERY_AGS	Montgomery	DAYTON 17-B	AGS	West	Dayton	1206	608	0.504145937
MONTGOMERY_AGZ	Montgomery	DAYTON 18-A	AGZ	West	Dayton	840	429	0.510714286
MONTGOMERY_AHA	Montgomery	DAYTON 18-B	AHA	West	Dayton	916	652	0.711790393
MONTGOMERY_AHB	Montgomery	DAYTON 18-C	AHB	West	Dayton	971	500	0.514933059
MONTGOMERY_AHC	Montgomery	DAYTON 18-D	AHC	West	Dayton	877	496	0.565564424
MONTGOMERY_AHH	Montgomery	DAYTON 19-A	AHH	West	Dayton	388	190	0.489690722
MONTGOMERY_AHI	Montgomery	DAYTON 19-B	AHI	West	Dayton	1077	576	0.534818942
MONTGOMERY_AHJ	Montgomery	DAYTON 19-D	AHJ	West	Dayton	895	587	0.655865922
MONTGOMERY_AHK	Montgomery	DAYTON 19-C	AHK	West	Dayton	463	272	0.587473002
MONTGOMERY_AHO	Montgomery	DAYTON 20-A	AHO	West	Dayton	1266	879	0.694312796
MONTGOMERY_AHP	Montgomery	DAYTON 20-B	AHP	West	Dayton	1180	841	0.712711864
MONTGOMERY_AHQ	Montgomery	DAYTON 20-C	AHQ	West	Dayton	1088	781	0.717830882
MONTGOMERY_AHR	Montgomery	DAYTON 20-D	AHR	West	Dayton	436	327	0.75
MONTGOMERY_AHW	Montgomery	DAYTON 21-A	AHW	West	Dayton	686	396	0.577259475
MONTGOMERY_AHX	Montgomery	DAYTON 21-B	AHX	West	Dayton	1117	605	0.541629364
MONTGOMERY_AHY	Montgomery	DAYTON 21-C	AHY	West	Dayton	1042	733	0.703454894
MONTGOMERY_AID	Montgomery	DAYTON 22-A	AID	West	Dayton	1235	787	0.637246964
MONTGOMERY_AIE	Montgomery	DAYTON 22-B	AIE	West	Dayton	1244	909	0.730707395
MONTGOMERY_AIF	Montgomery	DAYTON 22-C	AIF	West	Dayton	1188	794	0.668350168
MONTGOMERY_AIM	Montgomery	ENGLEWOOD-A	AIM	West	Dayton	970	786	0.810309278
MONTGOMERY_AIN	Montgomery	ENGLEWOOD-B	AIN	West	Dayton	1335	964	0.722097378
MONTGOMERY_AIO	Montgomery	ENGLEWOOD-C	AIO	West	Dayton	717	568	0.792189679
MONTGOMERY_AIP	Montgomery	ENGLEWOOD-D	AIP	West	Dayton	1279	946	0.739640344
MONTGOMERY_AIQ	Montgomery	ENGLEWOOD-E	AIQ	West	Dayton	845	684	0.809467456
MONTGOMERY_AIR	Montgomery	ENGLEWOOD-F	AIR	West	Dayton	926	726	0.784017279
MONTGOMERY_AIS	Montgomery	ENGLEWOOD-G	AIS	West	Dayton	922	745	0.80802603
MONTGOMERY_AIT	Montgomery	ENGLEWOOD-H	AIT	West	Dayton	774	658	0.850129199
MONTGOMERY_AIV	Montgomery	ENGLEWOOD-J	AIV	West	Dayton	915	688	0.751912568
MONTGOMERY_AIX	Montgomery	ENGLEWOOD-I	AIX	West	Dayton	706	532	0.753541076
MONTGOMERY_AJA	Montgomery	HUBER HEIGHTS 1-A	AJA	West	Dayton	771	568	0.736705577
MONTGOMERY_AJB	Montgomery	HUBER HEIGHTS 1-B	AJB	West	Dayton	1340	1055	0.787313433
MONTGOMERY_AJC	Montgomery	HUBER HEIGHTS 1-C	AJC	West	Dayton	1006	579	0.57554672
MONTGOMERY_AJD	Montgomery	HUBER HEIGHTS 1-D	AJD	West	Dayton	1160	897	0.773275862
MONTGOMERY_AJF	Montgomery	HUBER HEIGHTS 2-A	AJF	West	Dayton	655	463	0.706870229
MONTGOMERY_AJG	Montgomery	HUBER HEIGHTS 2-C	AJG	West	Dayton	494	387	0.78340081
MONTGOMERY_AJI	Montgomery	HUBER HEIGHTS 2-B	AJI	West	Dayton	1498	1119	0.746995995
MONTGOMERY_AJJ	Montgomery	HUBER HEIGHTS 2-D	AJJ	West	Dayton	1226	981	0.800163132
MONTGOMERY_AJN	Montgomery	HUBER HEIGHTS 3-A	AJN	West	Dayton	1328	1032	0.777108434
MONTGOMERY_AJO	Montgomery	HUBER HEIGHTS 3-B	AJO	West	Dayton	839	456	0.543504172
MONTGOMERY_AJP	Montgomery	HUBER HEIGHTS 3-C	AJP	West	Dayton	1347	999	0.741648107
MONTGOMERY_AJQ	Montgomery	HUBER HEIGHTS 3-D	AJQ	West	Dayton	587	452	0.770017036
MONTGOMERY_AJU	Montgomery	HUBER HEIGHTS 4-A	AJU	West	Dayton	1111	788	0.709270927
MONTGOMERY_AJV	Montgomery	HUBER HEIGHTS 4-B	AJV	West	Dayton	787	568	0.721728081
MONTGOMERY_AJW	Montgomery	HUBER HEIGHTS 4-C	AJW	West	Dayton	1433	957	0.667829728
MONTGOMERY_AJY	Montgomery	HUBER HEIGHTS 4-D	AJY	West	Dayton	680	455	0.669117647
MONTGOMERY_AKB	Montgomery	HUBER HEIGHTS 5-A	AKB	West	Dayton	1218	822	0.674876847
MONTGOMERY_AKD	Montgomery	HUBER HEIGHTS 5-C	AKD	West	Dayton	1326	967	0.729260935
MONTGOMERY_AKF	Montgomery	HUBER HEIGHTS 5-B	AKF	West	Dayton	1594	951	0.596612296
MONTGOMERY_AKJ	Montgomery	HUBER HEIGHTS 6-A	AKJ	West	Dayton	1473	1077	0.731160896
MONTGOMERY_AKK	Montgomery	HUBER HEIGHTS 6-B	AKK	West	Dayton	1485	1133	0.762962963
MONTGOMERY_AKM	Montgomery	HUBER HEIGHTS 6-C	AKM	West	Dayton	1461	1093	0.748117728
MONTGOMERY_AKQ	Montgomery	KETTERING 1-A	AKQ	West	Dayton	901	639	0.709211987
MONTGOMERY_AKR	Montgomery	KETTERING 1-B	AKR	West	Dayton	936	709	0.757478632
MONTGOMERY_AKS	Montgomery	KETTERING 1-C	AKS	West	Dayton	908	672	0.740088106
MONTGOMERY_AKT	Montgomery	KETTERING 1-D	AKT	West	Dayton	670	410	0.611940299
MONTGOMERY_AKU	Montgomery	KETTERING 1-E	AKU	West	Dayton	902	674	0.747228381
MONTGOMERY_AKV	Montgomery	KETTERING 1-F	AKV	West	Dayton	872	636	0.729357798
MONTGOMERY_AKW	Montgomery	KETTERING 1-G	AKW	West	Dayton	1219	859	0.704675964
MONTGOMERY_AKY	Montgomery	KETTERING 1-I	AKY	West	Dayton	1222	852	0.697217676
MONTGOMERY_AKZ	Montgomery	KETTERING 1-H	AKZ	West	Dayton	1440	1150	0.798611111
MONTGOMERY_ALH	Montgomery	KETTERING 2-A	ALH	West	Dayton	1542	1054	0.683527886
MONTGOMERY_ALI	Montgomery	KETTERING 2-B	ALI	West	Dayton	1271	1033	0.812745869
MONTGOMERY_ALJ	Montgomery	KETTERING 2-C	ALJ	West	Dayton	1025	820	0.8
MONTGOMERY_ALK	Montgomery	KETTERING 2-D	ALK	West	Dayton	1459	1026	0.703221385
MONTGOMERY_ALL	Montgomery	KETTERING 2-E	ALL	West	Dayton	1389	1071	0.771058315
MONTGOMERY_ALN	Montgomery	KETTERING 2-G	ALN	West	Dayton	785	677	0.862420382
MONTGOMERY_ALO	Montgomery	KETTERING 2-H	ALO	West	Dayton	1165	900	0.772532189
MONTGOMERY_ALP	Montgomery	KETTERING 2-I	ALP	West	Dayton	473	377	0.797040169
MONTGOMERY_ALQ	Montgomery	KETTERING 2-F	ALQ	West	Dayton	819	624	0.761904762
MONTGOMERY_AMB	Montgomery	KETTERING 3-A	AMB	West	Dayton	961	756	0.786680541
MONTGOMERY_AMC	Montgomery	KETTERING 3-B	AMC	West	Dayton	992	726	0.731854839
MONTGOMERY_AMD	Montgomery	KETTERING 3-D	AMD	West	Dayton	1065	652	0.612206573
MONTGOMERY_AME	Montgomery	KETTERING 3-E	AME	West	Dayton	1047	840	0.802292264
MONTGOMERY_AMF	Montgomery	KETTERING 3-F	AMF	West	Dayton	824	604	0.733009709
MONTGOMERY_AMH	Montgomery	KETTERING 3-H	AMH	West	Dayton	968	753	0.777892562
MONTGOMERY_AMI	Montgomery	KETTERING 3-I	AMI	West	Dayton	807	691	0.856257745
MONTGOMERY_AMK	Montgomery	KETTERING 3-K	AMK	West	Dayton	827	713	0.862152358
MONTGOMERY_AML	Montgomery	KETTERING 3-C	AML	West	Dayton	1235	1044	0.84534413
MONTGOMERY_AMM	Montgomery	KETTERING 3-G	AMM	West	Dayton	808	638	0.78960396
MONTGOMERY_AMO	Montgomery	KETTERING 3-J	AMO	West	Dayton	739	660	0.893098782
MONTGOMERY_AMX	Montgomery	KETTERING 4-A	AMX	West	Dayton	1091	886	0.812098992
MONTGOMERY_AMY	Montgomery	KETTERING 4-B	AMY	West	Dayton	1395	1043	0.747670251
MONTGOMERY_AMZ	Montgomery	KETTERING 4-C	AMZ	West	Dayton	700	559	0.798571429
MONTGOMERY_ANA	Montgomery	KETTERING 4-D	ANA	West	Dayton	901	687	0.762486127
MONTGOMERY_ANB	Montgomery	KETTERING 4-E	ANB	West	Dayton	901	697	0.773584906
MONTGOMERY_ANC	Montgomery	KETTERING 4-F	ANC	West	Dayton	904	752	0.831858407
MONTGOMERY_AND	Montgomery	KETTERING 4-G	AND	West	Dayton	1138	959	0.842706503
MONTGOMERY_ANE	Montgomery	KETTERING 4-H	ANE	West	Dayton	911	657	0.72118551
MONTGOMERY_ANF	Montgomery	KETTERING 4-I	ANF	West	Dayton	1073	840	0.782851817
MONTGOMERY_ANG	Montgomery	KETTERING 4-J	ANG	West	Dayton	1184	879	0.742398649
MONTGOMERY_ANH	Montgomery	KETTERING 4-K	ANH	West	Dayton	669	551	0.823617339
MONTGOMERY_ANU	Montgomery	MIAMISBURG 1-A	ANU	West	Dayton	1266	974	0.769352291
MONTGOMERY_ANV	Montgomery	MIAMISBURG 1-B	ANV	West	Dayton	1216	792	0.651315789
MONTGOMERY_ANX	Montgomery	MIAMISBURG 1-C	ANX	West	Dayton	897	648	0.722408027
MONTGOMERY_ANZ	Montgomery	MIAMISBURG 2-A	ANZ	West	Dayton	875	577	0.659428571
MONTGOMERY_AOA	Montgomery	MIAMISBURG 2-B	AOA	West	Dayton	1112	670	0.602517986
MONTGOMERY_AOB	Montgomery	MIAMISBURG 2-C	AOB	West	Dayton	1282	939	0.732449298
MONTGOMERY_AOE	Montgomery	MIAMISBURG 3-A	AOE	West	Dayton	1366	930	0.680819912
MONTGOMERY_AOF	Montgomery	MIAMISBURG 3-B	AOF	West	Dayton	1320	1037	0.785606061
MONTGOMERY_AOG	Montgomery	MIAMISBURG 3-C	AOG	West	Dayton	1207	879	0.728251864
MONTGOMERY_AOJ	Montgomery	MIAMISBURG 4-A	AOJ	West	Dayton	1041	758	0.728146013
MONTGOMERY_AOK	Montgomery	MIAMISBURG 4-B	AOK	West	Dayton	816	646	0.791666667
MONTGOMERY_AON	Montgomery	MIAMISBURG 4-C	AON	West	Dayton	782	620	0.792838875
MONTGOMERY_AOO	Montgomery	MIAMISBURG 4-D	AOO	West	Dayton	1072	891	0.831156716
MONTGOMERY_AOP	Montgomery	MORAINE 1-A	AOP	West	Dayton	837	485	0.579450418
MONTGOMERY_AOR	Montgomery	MORAINE 2-A	AOR	West	Dayton	996	713	0.715863454
MONTGOMERY_AOT	Montgomery	MORAINE 3-A	AOT	West	Dayton	805	513	0.637267081
MONTGOMERY_AOU	Montgomery	MORAINE 4-A	AOU	West	Dayton	1387	870	0.627253064
MONTGOMERY_AOV	Montgomery	OAKWOOD-A	AOV	West	Dayton	1172	946	0.807167235
MONTGOMERY_AOW	Montgomery	OAKWOOD-B	AOW	West	Dayton	1203	1001	0.832086451
MONTGOMERY_AOX	Montgomery	OAKWOOD-D	AOX	West	Dayton	856	717	0.837616822
MONTGOMERY_AOY	Montgomery	OAKWOOD-F	AOY	West	Dayton	975	828	0.849230769
MONTGOMERY_AOZ	Montgomery	OAKWOOD-C	AOZ	West	Dayton	805	664	0.82484472
MONTGOMERY_APA	Montgomery	OAKWOOD-E	APA	West	Dayton	845	690	0.816568047
MONTGOMERY_APB	Montgomery	OAKWOOD-G	APB	West	Dayton	1217	1004	0.824979458
MONTGOMERY_API	Montgomery	PAGE MANOR	API	West	Dayton	1078	550	0.510204082
MONTGOMERY_APJ	Montgomery	RIVERSIDE-A	APJ	West	Dayton	834	675	0.809352518
MONTGOMERY_APK	Montgomery	RIVERSIDE-B	APK	West	Dayton	1450	807	0.556551724
MONTGOMERY_APL	Montgomery	RIVERSIDE-C	APL	West	Dayton	1588	919	0.578715365
MONTGOMERY_APM	Montgomery	RIVERSIDE-D	APM	West	Dayton	1242	969	0.780193237
MONTGOMERY_APN	Montgomery	RIVERSIDE-E	APN	West	Dayton	937	455	0.485592316
MONTGOMERY_APP	Montgomery	RIVERSIDE-G	APP	West	Dayton	715	503	0.703496503
MONTGOMERY_APQ	Montgomery	RIVERSIDE-H	APQ	West	Dayton	804	421	0.523631841
MONTGOMERY_APR	Montgomery	RIVERSIDE-I	APR	West	Dayton	1356	965	0.711651917
MONTGOMERY_APS	Montgomery	RIVERSIDE-J	APS	West	Dayton	733	512	0.698499318
MONTGOMERY_APT	Montgomery	RIVERSIDE-K	APT	West	Dayton	816	674	0.825980392
MONTGOMERY_APU	Montgomery	RIVERSIDE-L	APU	West	Dayton	1242	875	0.704508857
MONTGOMERY_APY	Montgomery	RIVERSIDE-F	APY	West	Dayton	1473	929	0.630685675
MONTGOMERY_APZ	Montgomery	RIVERSIDE-M	APZ	West	Dayton	974	727	0.746406571
MONTGOMERY_AQI	Montgomery	TROTWOOD 1-A	AQI	West	Dayton	1118	826	0.73881932
MONTGOMERY_AQJ	Montgomery	TROTWOOD 1-B	AQJ	West	Dayton	1089	651	0.597796143
MONTGOMERY_AQK	Montgomery	TROTWOOD 1-C	AQK	West	Dayton	962	694	0.721413721
MONTGOMERY_AQL	Montgomery	TROTWOOD 1-D	AQL	West	Dayton	1020	622	0.609803922
MONTGOMERY_AQM	Montgomery	TROTWOOD 1-E	AQM	West	Dayton	1097	797	0.726526892
MONTGOMERY_AQN	Montgomery	TROTWOOD 4-D	AQN	West	Dayton	478	381	0.79707113
MONTGOMERY_AQQ	Montgomery	TROTWOOD 2-A	AQQ	West	Dayton	1144	730	0.638111888
MONTGOMERY_AQR	Montgomery	TROTWOOD 2-B	AQR	West	Dayton	1179	774	0.65648855
MONTGOMERY_AQS	Montgomery	TROTWOOD 2-C	AQS	West	Dayton	1029	652	0.633624879
MONTGOMERY_AQT	Montgomery	TROTWOOD 2-D	AQT	West	Dayton	739	565	0.764546685
MONTGOMERY_AQU	Montgomery	TROTWOOD 2-E	AQU	West	Dayton	745	601	0.806711409
MONTGOMERY_AQX	Montgomery	TROTWOOD 3-A	AQX	West	Dayton	1222	856	0.700490998
MONTGOMERY_AQY	Montgomery	TROTWOOD 3-B	AQY	West	Dayton	1480	1035	0.699324324
MONTGOMERY_AQZ	Montgomery	TROTWOOD 3-C	AQZ	West	Dayton	1015	535	0.527093596
MONTGOMERY_ARD	Montgomery	TROTWOOD 4-A	ARD	West	Dayton	1469	964	0.656228727
MONTGOMERY_ARE	Montgomery	TROTWOOD 4-B	ARE	West	Dayton	1451	767	0.528600965
MONTGOMERY_ARF	Montgomery	TROTWOOD 4-C	ARF	West	Dayton	961	477	0.49635796
MONTGOMERY_ARI	Montgomery	UNION-A	ARI	West	Dayton	1326	880	0.663650075
MONTGOMERY_ARJ	Montgomery	UNION-B	ARJ	West	Dayton	1002	731	0.729540918
MONTGOMERY_ARK	Montgomery	UNION-C	ARK	West	Dayton	1560	1136	0.728205128
MONTGOMERY_ARL	Montgomery	UNION-D	ARL	West	Dayton	995	704	0.707537688
MONTGOMERY_ARO	Montgomery	VANDALIA-A	ARO	West	Dayton	1357	914	0.673544584
MONTGOMERY_ARP	Montgomery	VANDALIA-B	ARP	West	Dayton	702	506	0.720797721
MONTGOMERY_ARQ	Montgomery	VANDALIA-C	ARQ	West	Dayton	1193	899	0.753562448
MONTGOMERY_ARR	Montgomery	VANDALIA-D	ARR	West	Dayton	928	670	0.721982759
MONTGOMERY_ARS	Montgomery	VANDALIA-E	ARS	West	Dayton	757	563	0.743725231
MONTGOMERY_ART	Montgomery	VANDALIA-F	ART	West	Dayton	693	531	0.766233766
MONTGOMERY_ARU	Montgomery	VANDALIA-G	ARU	West	Dayton	849	683	0.804475854
MONTGOMERY_ARV	Montgomery	VANDALIA-H	ARV	West	Dayton	1357	1102	0.812085483
MONTGOMERY_ARX	Montgomery	VANDALIA-J	ARX	West	Dayton	1347	1059	0.786191537
MONTGOMERY_ASA	Montgomery	VANDALIA-I	ASA	West	Dayton	1481	1055	0.712356516
MONTGOMERY_ASE	Montgomery	W CARROLLTON-A	ASE	West	Dayton	1486	965	0.649394347
MONTGOMERY_ASF	Montgomery	W CARROLLTON-B	ASF	West	Dayton	1047	766	0.731614136
MONTGOMERY_ASG	Montgomery	W CARROLLTON-C	ASG	West	Dayton	912	612	0.671052632
MONTGOMERY_ASH	Montgomery	W CARROLLTON-D	ASH	West	Dayton	1151	939	0.815812337
MONTGOMERY_ASI	Montgomery	W CARROLLTON-E	ASI	West	Dayton	2191	957	0.436786855
MONTGOMERY_ASJ	Montgomery	W CARROLLTON-F	ASJ	West	Dayton	1483	946	0.637896156
MONTGOMERY_ASK	Montgomery	W CARROLLTON-G	ASK	West	Dayton	1134	875	0.771604938
MONTGOMERY_ASU	Montgomery	BUTLER TWP A	ASU	West	Dayton	1335	1083	0.811235955
MONTGOMERY_ASV	Montgomery	BUTLER TWP B	ASV	West	Dayton	750	547	0.729333333
MONTGOMERY_ASW	Montgomery	BUTLER TWP C	ASW	West	Dayton	1088	900	0.827205882
MONTGOMERY_ASX	Montgomery	BUTLER TWP D	ASX	West	Dayton	1048	856	0.816793893
MONTGOMERY_ASZ	Montgomery	BUTLER TWP F	ASZ	West	Dayton	803	668	0.831880448
MONTGOMERY_ATA	Montgomery	BUTLER TWP G	ATA	West	Dayton	807	545	0.675340768
MONTGOMERY_ATB	Montgomery	BUTLER TWP E	ATB	West	Dayton	732	637	0.870218579
MONTGOMERY_ATE	Montgomery	PHILLIPSBURG	ATE	West	Dayton	353	262	0.742209632
MONTGOMERY_ATF	Montgomery	CLAY-A	ATF	West	Dayton	719	591	0.821974965
MONTGOMERY_ATG	Montgomery	CLAY-B	ATG	West	Dayton	803	621	0.773349938
MONTGOMERY_ATH	Montgomery	CLAY-C	ATH	West	Dayton	1164	939	0.806701031
MONTGOMERY_ATJ	Montgomery	BROOKVILLE-A	ATJ	West	Dayton	955	751	0.786387435
MONTGOMERY_ATK	Montgomery	BROOKVILLE-B	ATK	West	Dayton	1271	932	0.733280881
MONTGOMERY_ATL	Montgomery	BROOKVILLE-C	ATL	West	Dayton	1017	816	0.802359882
MONTGOMERY_ATM	Montgomery	BROOKVILLE-D	ATM	West	Dayton	974	758	0.778234086
MONTGOMERY_ATO	Montgomery	GERMAN-A	ATO	West	Dayton	1248	1014	0.8125
MONTGOMERY_ATP	Montgomery	GERMAN-B	ATP	West	Dayton	1011	811	0.802176063
MONTGOMERY_ATR	Montgomery	GERMANTOWN-A	ATR	West	Dayton	1372	1056	0.7696793
MONTGOMERY_ATS	Montgomery	GERMANTOWN-B	ATS	West	Dayton	1470	1124	0.76462585
MONTGOMERY_ATU	Montgomery	GERMANTOWN-C	ATU	West	Dayton	824	692	0.839805825
MONTGOMERY_ATX	Montgomery	HARRISON-A	ATX	West	Dayton	602	349	0.579734219
MONTGOMERY_ATZ	Montgomery	HARRISON-B	ATZ	West	Dayton	1194	719	0.602177554
MONTGOMERY_AUB	Montgomery	HARRISON-C	AUB	West	Dayton	1356	642	0.473451327
MONTGOMERY_AUD	Montgomery	HARRISON-D	AUD	West	Dayton	1396	1017	0.728510029
MONTGOMERY_AUE	Montgomery	HARRISON-E	AUE	West	Dayton	598	347	0.580267559
MONTGOMERY_AUF	Montgomery	HARRISON-G	AUF	West	Dayton	1459	961	0.658670322
MONTGOMERY_AUG	Montgomery	HARRISON-H	AUG	West	Dayton	1207	713	0.590720795
MONTGOMERY_AUH	Montgomery	HARRISON-I	AUH	West	Dayton	1033	665	0.64375605
MONTGOMERY_AUI	Montgomery	HARRISON-J	AUI	West	Dayton	1245	857	0.688353414
MONTGOMERY_AUJ	Montgomery	HARRISON-K	AUJ	West	Dayton	1269	677	0.533490938
MONTGOMERY_AUK	Montgomery	HARRISON-L	AUK	West	Dayton	1419	1063	0.749119098
MONTGOMERY_AUL	Montgomery	HARRISON-M	AUL	West	Dayton	832	644	0.774038462
MONTGOMERY_AUM	Montgomery	HARRISON-N	AUM	West	Dayton	907	530	0.584343991
MONTGOMERY_AUN	Montgomery	HARRISON-F	AUN	West	Dayton	659	430	0.652503794
MONTGOMERY_AUZ	Montgomery	FARMERSVILLE	AUZ	West	Dayton	702	517	0.736467236
MONTGOMERY_AVA	Montgomery	JACK/NEW LEBANON-A	AVA	West	Dayton	623	439	0.704654896
MONTGOMERY_AVB	Montgomery	JACK/NEW LEBANON-B	AVB	West	Dayton	1006	705	0.700795229
MONTGOMERY_AVD	Montgomery	JACKSON-A	AVD	West	Dayton	1199	926	0.772310259
MONTGOMERY_AVE	Montgomery	JACKSON-B	AVE	West	Dayton	703	583	0.829302987
MONTGOMERY_AVG	Montgomery	JEFFERSON-A	AVG	West	Dayton	1247	884	0.708901363
